,names,prices,urls,Brand,Model,Model Year,CPU,GPU,Panel Type,Size,Resolution,Refresh Rate,Touch Screen,Memory Size,Memory Slot,Hard Disk Drive,Solid State Drive,M.2 Slot,USB Ports,,HDMI,DisplayPort,D-Sub/VGA,Thunderbolt,Wireless LAN,Ethernet LAN,Bluetooth,OS Bundle,Web Camera,Optical Drive,Fingerprint,Body Material,Body Color,Weight,Battery Type,Keyboard Type,Keyboard Backlit,Numpad,Other Detail,Warranty,Insurance
1595,Asus M515DA-EJ019TS,"15,900",https://notebookspec.com/notebook/10525-asus-m515da-ej019ts.html,Asus,Asus M515DA-EJ019TS,Q1 / 2021,"AMD Ryzen 5 3500U (2.10 GHz up to 3.70 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 8,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Plastic,Silver,1.8 kg,2-Cell Li-ion,Chiclet,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1596,Asus M515DA-EJ016T,"12,990",https://notebookspec.com/notebook/10524-asus-m515da-ej016t.html,Asus,Asus M515DA-EJ016T,Q1 / 2021,"AMD Ryzen 3 3250U (2.60 GHz up to 3.50 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 3,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Plastic,Silver,1.8 kg,2-Cell Li-ion,Chiclet,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1597,Asus M515DA-EJ015T,"9,990",https://notebookspec.com/notebook/10523-asus-m515da-ej015t.html,Asus,Asus M515DA-EJ015T,Q4 / 2020,"AMD Athlon Silver 3050U (2.30 GHz up to 3.20 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 2,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,1 TB 5400 RPM,ไม่มี,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Aluminum,Silver,1.8 kg,2-Cell Li-ion,Chiclet,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1598,Asus M515DA-EJ014T,"10,990",https://notebookspec.com/notebook/10522-asus-m515da-ej014t.html,Asus,Asus M515DA-EJ014T,Q1 / 2021,"AMD Athlon Silver 3050U (2.30 GHz up to 3.20 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 2,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Plastic,Silver,1.8 kg,2-Cell Li-ion,Chiclet,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1599,Lenovo IdeaPad Gaming 3-82EY006XTA,"28,900",https://notebookspec.com/notebook/10521-lenovo-ideapad-gaming-3-82ey006xta.html,Lenovo,Lenovo IdeaPad Gaming 3-82EY006XTA,Q4 / 2020,"AMD Ryzen 7 4800H (2.90 GHz up to 4.20 GHz, 8 MB L3 Cache)",NVIDIA GeForce GTX 1650 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,120 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Onyx Black,2.2 kg,3-Cell,Chiclet Keyboard Blue LED Backlit,มี,มี,,2 Year Onsite Service,ไม่มี
1600,Asus Vivobook S14 S413EA-EB124TS,"15,900",https://notebookspec.com/notebook/10520-asus-vivobook-s14-s413ea-eb124ts.html,Asus,Asus Vivobook S14 S413EA-EB124TS,Q4 / 2020,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Hearty Gold,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1601,Asus Vivobook 14 S413EA-EB123TS,"15,900",https://notebookspec.com/notebook/10519-asus-vivobook-14-s413ea-eb123ts.html,Asus,Asus Vivobook 14 S413EA-EB123TS,Q4 / 2020,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Indie Black,1.4 kg,3-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1602,DELL XPS 13 7390 2-in-1-W5671900THW10,"89,990",https://notebookspec.com/notebook/10518-dell-xps-13-7390-2-in-1-w5671900thw10.html,DELL,DELL XPS 13 7390 2-in-1-W5671900THW10,Q4 / 2020,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,13.4 นิ้ว,13.4 inch (3840 x 2400) (16:10) 4K,60 Hz,รองรับ,16 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,Killer Wi-Fi 6 AX1650W,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Platinum Silver,1.32 kg,4-cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1603,DELL XPS 13 7390 2-in-1-W5671200THW10,"69,990",https://notebookspec.com/notebook/10517-dell-xps-13-7390-2-in-1-w5671200thw10.html,DELL,DELL XPS 13 7390 2-in-1-W5671200THW10,Q4 / 2020,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,13.4 นิ้ว,13.4 inch (1920 x 1200) Full HD+,60 Hz,รองรับ,8 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,Killer Wi-Fi 6 AX1650W,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Platinum Silver,1.32 kg,4-cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,2 Year Onsite Service,ไม่มี
1604,DELL XPS 13 9310-W5671500PTHW10,"76,990",https://notebookspec.com/notebook/10516-dell-xps-13-9310-w5671500pthw10.html,DELL,DELL XPS 13 9310-W5671500PTHW10,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,13.4 นิ้ว,13.4 inch (3840 x 2400) (16:10) 4K,60 Hz,รองรับ,16 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),IR + HD Camera,ไม่มี,มี,Aluminum,Platinum Silver,1.2 kg,4-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1605,DELL XPS 13 9300-W5672400PTHW10,"56,990",https://notebookspec.com/notebook/10515-dell-xps-13-9300-w5672400pthw10.html,DELL,DELL XPS 13 9300-W5672400PTHW10,Q4 / 2020,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,13.4 นิ้ว,13.4 inch (1920 x 1200) Full HD+,60 Hz,รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),IR + HD Camera,ไม่มี,มี,Aluminum,Platinum Silver,1.2 kg,4-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1606,DELL Inspiron 3501 Blue-W566155331OPPTHW10,"14,700",https://notebookspec.com/notebook/10514-dell-inspiron-3501-blue-w566155331oppthw10.html,DELL,DELL Inspiron 3501 Blue-W566155331OPPTHW10,Q1 / 2021,"Intel Core i3-1005G1 (1.20 GHz, 4 MB L3 Cache up to 3.40 Ghz)",Intel UHD Graphics G1,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Blue,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,McAfee® LiveSafe™ 12 month Subscription,2 Year Onsite Service,ไม่มี
1607,Lenovo Yoga C940-81Q900F9TA,"59,990",https://notebookspec.com/notebook/10513-lenovo-yoga-c940-81q900f9ta.html,Lenovo,Lenovo Yoga C940-81Q900F9TA,Q4 / 2020,"Intel Core i7-1065G7 (1.30 GHz, 8 MB L3 Cache up to 3.90 Ghz)",Intel Iris Plus Graphics G7,IPS,14 นิ้ว,14 inch (3840x2160) 4K HDR,60 Hz,รองรับ,16 GB DDR4,1 Slots,ไม่มี,1TB SSD PCIe M.2,1 x M.2 PCIe,1x USB 3.1 Type A,2x USB 3.1 Type C,ไม่มี,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminum,Grey,1.35 kg,4-Cell Li-ion,Chiclet Keyboard,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1608,Lenovo IdeaPad Flex 5 14ARE-81X200CFTA,"20,900",https://notebookspec.com/notebook/10512-lenovo-ideapad-flex-5-14are-81x200cfta.html,Lenovo,Lenovo IdeaPad Flex 5 14ARE-81X200CFTA,Q1 / 2021,"AMD Ryzen 5 4500U (2.30 GHz up to 4.00 GHz, 8 MB L3 Cache)",AMD Radeon RX Vega 6,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 4.2,Windows 10 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Grey,2 kg,3-Cell Li-Polymer,Chiclet Keyboard,มี,ไม่มี,Lenovo Digital Pen,2 Y. Carry-in Regional,ไม่มี
1609,Lenovo IdeaPad 3 15-81WE00YXTA,"14,900",https://notebookspec.com/notebook/10511-lenovo-ideapad-3-15-81we00yxta.html,Lenovo,Lenovo IdeaPad 3 15-81WE00YXTA,Q4 / 2020,"Intel Core i3-1005G1 (1.20 GHz, 4 MB L3 Cache up to 3.40 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1366x768) HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),0.3 Megapixels,ไม่มี,ไม่มี,Plastic,Platinum Grey,1.85 kg,2-Cell Li-Polymer,Chiclet Keyboard,ไม่มี,มี,,2 Y. Carry-in Regional,ไม่มี
1610,DELL Latitude 7300-SNS7300003,"45,990",https://notebookspec.com/notebook/10510-dell-latitude-7300-sns7300003.html,DELL,DELL Latitude 7300-SNS7300003,Q4 / 2020,"Intel Core i5-8365U (1.60 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics 620,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),0.9 Megapixels,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.25 kg,4-Cell Li-Polymer,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1611,Asus X515JA-EJ002T,"13,990",https://notebookspec.com/notebook/10509-asus-x515ja-ej002t.html,Asus,Asus X515JA-EJ002T,Q4 / 2020,"Intel Core i3-1005G1 (1.20 GHz, 4 MB L3 Cache up to 3.40 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Aluminum,Silver,1.8 kg,2-cell,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1612,Asus X515JA-EJ095T,"17,900",https://notebookspec.com/notebook/10508-asus-x515ja-ej095t.html,Asus,Asus X515JA-EJ095T,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Aluminum,Silver,1.8 kg,2-cell,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1613,Asus X515JA-EJ093T,"17,900",https://notebookspec.com/notebook/10507-asus-x515ja-ej093t.html,Asus,Asus X515JA-EJ093T,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Aluminum,Gray,1.8 kg,2-cell,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1614,Asus X515JA-EJ001T,"13,990",https://notebookspec.com/notebook/10506-asus-x515ja-ej001t.html,Asus,Asus X515JA-EJ001T,Q4 / 2020,"Intel Core i3-1005G1 (1.20 GHz, 4 MB L3 Cache up to 3.40 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 4.1,Windows 10 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Aluminum,Gray,1.8 kg,2-cell,Chiclet,มี,มี,,2 Y. Carry-in Regional,ไม่มี
1615,DELL Inspiron 3501 Black-W566155331OPPTHW10,"14,700",https://notebookspec.com/notebook/10505-dell-inspiron-3501-black-w566155331oppthw10.html,DELL,DELL Inspiron 3501 Black-W566155331OPPTHW10,Q1 / 2021,"Intel Core i3-1005G1 (1.20 GHz, 4 MB L3 Cache up to 3.40 Ghz)",Intel UHD Graphics G1,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Black,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,McAfee® LiveSafe™ 12 month Subscription,2 Year Onsite Service,ไม่มี
1616,DELL Inspiron 3593-W566055254BTHW10,"18,990",https://notebookspec.com/notebook/10504-dell-inspiron-3593-w566055254bthw10.html,DELL,DELL Inspiron 3593-W566055254BTHW10,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",Intel UHD Graphics G1,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.1 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,2 kg,3-Cell Li-ion,Chiclet,มี,มี,,3 Year Onsite Service,ไม่มี
1617,DELL Latitude 5300-SNS5300001,"36,990",https://notebookspec.com/notebook/10503-dell-latitude-5300-sns5300001.html,DELL,DELL Latitude 5300-SNS5300001,Q4 / 2020,"Intel Core i5-8265U (1.60 GHz, 6 MB L3 Cache up to 3.90 Ghz)",Intel UHD Graphics 620,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.24 kg,4-cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1618,DELL Latitude 5300-SNS5300002,"40,990",https://notebookspec.com/notebook/10502-dell-latitude-5300-sns5300002.html,DELL,DELL Latitude 5300-SNS5300002,Q4 / 2020,"Intel Core i5-8365U (1.60 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics 620,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.24 kg,4-cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1619,HP Pavilion Gaming 15-dk1080TX,"29,900",https://notebookspec.com/notebook/10501-hp-pavilion-gaming-15-dk1080tx.html,HP,HP Pavilion Gaming 15-dk1080TX,Q4 / 2020,"Intel Core i5-10300H (2.50 GHz, 8 MB L3 Cache up to 4.50 Ghz)",NVIDIA GeForce GTX 1650 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.0,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),720p HD camera,ไม่มี,ไม่มี,Plastic,Shadow Black with Acid Green,2 kg,3-Cell Li-ion,Chiclet keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
1620,HP Pavilion Gaming 15-dk1081TX,"32,900",https://notebookspec.com/notebook/10500-hp-pavilion-gaming-15-dk1081tx.html,HP,HP Pavilion Gaming 15-dk1081TX,Q4 / 2020,"Intel Core i7-10750H (2.60 GHz, 12 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce GTX 1650 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.0,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),720p HD camera,ไม่มี,ไม่มี,Plastic,Shadow Black with Acid Green,2 kg,3-Cell Li-ion,Chiclet keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
1621,Lenovo IdeaPad 3 15IIL0-81WE00YYTA,"18,900",https://notebookspec.com/notebook/10499-lenovo-ideapad-3-15iil0-81we00yyta.html,Lenovo,Lenovo IdeaPad 3 15IIL0-81WE00YYTA,Q4 / 2020,"Intel Core i5-1035G1 (1.00 GHz, 6 MB L3 Cache up to 3.60 Ghz)",Intel UHD Graphics G1,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),0.3 Megapixels,ไม่มี,ไม่มี,Plastic,Gray,1.6 kg,2-Cell Li-ion,Chiclet Keyboard,ไม่มี,ไม่มี,Microsoft Office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1622,Lenovo Legion 7i-81YU006JTA,"99,990",https://notebookspec.com/notebook/10498-lenovo-legion-7i-81yu006jta.html,Lenovo,Lenovo Legion 7i-81YU006JTA,Q4 / 2020,"Intel Core i9-10980HK (2.40 GHz, 16 MB L3 Cache, up to 5.30 GHz)",NVIDIA GeForce RTX 2080 Super Max-Q (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD HDR,144 Hz,ไม่รองรับ,32 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminum,Slate Grey,2.25 kg,4-Cell Li-Polymer,Chiclet Keyboard RGB Per Key,มี,มี,,2 Year Onsite Service,ไม่มี
1623,Acer Swift 3X SF314-510G-59A0,"26,990",https://notebookspec.com/notebook/10497-acer-swift-3x-sf314-510g-59a0.html,Acer,Acer Swift 3X SF314-510G-59A0,Q4 / 2020,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Max Graphics,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,มี,Aluminium + Plastic,Gold,1.37 kg,3-Cell,Chiclet,มี,ไม่มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1624,Acer Swift 3X SF314-510G-51EP,"26,990",https://notebookspec.com/notebook/10496-acer-swift-3x-sf314-510g-51ep.html,Acer,Acer Swift 3X SF314-510G-51EP,Q4 / 2020,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Max Graphics,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,มี,Aluminium + Plastic,Blue,1.37 kg,3-Cell,Chiclet,มี,ไม่มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
